Data from North Dakota Agricultural Weather Network https://ndawn.ndsu.nodak.edu
Weekly Observation Table for January 1 2002
Flag Definition Line: M - Missing; E - Estimated; N/A - Not Available
Station Name,Latitude,Longitude,Elevation,Year,Month,Day,Max Temp,Number Missing,Number Estimated,Min Temp,Number Missing,Number Estimated,Avg Temp,Number Missing,Number Estimated,Avg Bare Soil Temp,Number Missing,Number Estimated,Avg Turf Soil Temp,Number Missing,Number Estimated,Avg Wind Speed,Number Missing,Number Estimated,Max Wind Speed,Number Missing,Number Estimated,Total Solar Rad,Number Missing,Number Estimated,Total Penman PET,Number Missing,Number Estimated,Avg Penman PET,Number Missing,Number Estimated,Total Rainfall,Number Missing,Number Estimated,Avg Dew Point,Number Missing,Number Estimated,Avg Wind Chill,Number Missing,Number Estimated
Jamestown,46.90669,-98.92778,1636,2002,11,05,43.140,0,0,23.776,0,0,33.4580,0,0,33.263,0,0,36.693,0,0,8.971,0,0,21.487,0,0,160.691,0,0,0.452,0,0,0.065,0,0,,7,0,25.924,0,0,25.620,0,0
Jamestown,46.90669,-98.92778,1636,2002,11,12,38.794,0,0,20.068,0,0,29.4310,0,0,32.719,0,0,35.300,0,0,8.654,0,0,18.976,0,0,138.705,0,0,0.271,0,0,0.039,0,0,,7,0,23.829,0,0,20.443,0,0
Jamestown,46.90669,-98.92778,1636,2002,11,19,37.831,0,0,17.520,0,0,27.6760,0,0,33.310,0,0,35.790,0,0,11.432,0,0,28.912,0,0,114.201,0,0,0.391,0,0,0.056,0,0,,7,0,21.732,0,0,18.744,0,0
Jamestown,46.90669,-98.92778,1636,2002,11,26,32.830,0,0,9.148,0,0,20.9890,0,0,30.208,0,0,32.160,0,0,11.486,0,0,24.917,0,0,130.039,0,0,0.433,0,0,0.062,0,0,,7,0,13.031,0,0,10.429,0,0
Jamestown,46.90669,-98.92778,1636,2002,12,03,24.891,0,0,5.465,0,0,15.1790,0,0,27.671,0,0,30.010,0,0,9.795,0,0,22.357,0,0,136.937,0,0,0.272,0,0,0.039,0,0,,7,0,8.752,0,0,3.638,0,0
Jamestown,46.90669,-98.92778,1636,2002,12,10,44.162,0,0,20.346,0,0,32.2540,0,0,29.720,0,0,30.908,0,0,9.617,0,0,23.178,0,0,121.478,0,0,0.464,0,0,0.066,0,0,,7,0,22.028,0,0,22.434,0,0
Jamestown,46.90669,-98.92778,1636,2002,12,17,24.480,0,0,16.986,0,0,20.7330,0,0,30.691,0,0,31.244,0,0,13.743,0,0,26.659,0,0,84.080,0,0,0.072,0,0,0.010,0,0,,7,0,19.314,0,0,8.535,0,0
Jamestown,46.90669,-98.92778,1636,2002,12,24,23.411,0,0,7.448,0,0,15.4300,0,0,30.278,0,0,30.764,0,0,9.503,0,0,21.025,0,0,139.356,0,0,0.139,0,0,0.020,0,0,,7,0,12.088,0,0,4.628,0,0
Jamestown,46.90669,-98.92778,1636,2002,12,31,28.683,0,0,11.014,0,0,19.8490,0,0,30.584,0,0,30.626,0,0,7.769,0,0,20.514,0,0,97.992,0,0,0.117,0,0,0.017,0,0,,7,0,18.168,0,0,12.465,0,0
Jamestown,46.90669,-98.92778,1636,2003,01,07,20.067,0,0,6.095,0,0,13.0820,0,0,28.254,0,0,29.545,0,0,14.454,0,0,29.987,0,0,155.605,0,0,0.267,0,0,0.038,0,0,,7,0,5.734,0,0,-1.664,0,0
Jamestown,46.90669,-98.92778,1636,2003,01,14,13.079,0,0,-4.895,0,0,4.0920,0,0,26.138,0,0,26.824,0,0,11.603,0,0,24.508,0,0,155.649,0,0,0.208,0,0,0.030,0,0,,7,0,-3.531,0,0,-11.653,0,0
Jamestown,46.90669,-98.92778,1636,2003,01,21,7.086,0,0,-12.460,0,0,-2.6870,0,0,23.527,0,0,24.489,0,0,10.627,0,0,23.741,0,0,169.523,0,0,0.169,0,0,0.024,0,0,,7,0,-8.205,0,0,-18.701,0,0
Jamestown,46.90669,-98.92778,1636,2003,01,28,29.210,0,0,10.727,0,0,19.9680,0,0,27.700,0,0,28.000,0,0,9.733,0,0,23.690,0,0,117.512,0,0,0.177,0,0,0.025,0,0,,7,0,17.312,0,0,8.734,0,0
Jamestown,46.90669,-98.92778,1636,2003,02,04,14.008,0,0,-11.681,0,0,1.1630,0,0,24.478,0,0,24.828,0,0,11.102,0,0,24.611,0,0,235.804,0,0,0.244,0,0,0.035,0,0,,7,0,-4.924,0,0,-15.125,0,0
Jamestown,46.90669,-98.92778,1636,2003,02,11,22.188,0,0,2.141,0,0,12.1640,0,0,25.026,0,0,25.353,0,0,12.842,0,0,26.965,0,0,204.049,0,0,0.282,0,0,0.040,0,0,,7,0,6.256,0,0,-3.206,0,0
Jamestown,46.90669,-98.92778,1636,2003,02,18,12.842,0,0,-4.581,0,0,4.1300,0,0,26.369,0,0,26.973,0,0,12.529,0,0,22.256,0,0,278.593,0,0,0.235,0,0,0.034,0,0,,7,0,-2.087,0,0,-13.277,0,0
Jamestown,46.90669,-98.92778,1636,2003,02,25,18.003,0,0,-7.096,0,0,5.4540,0,0,24.911,0,0,25.586,0,0,10.237,0,0,23.792,0,0,331.041,0,0,0.296,0,0,0.042,0,0,,7,0,-0.659,0,0,-8.126,0,0
Jamestown,46.90669,-98.92778,1636,2003,03,04,8.748,0,0,-14.214,0,0,-2.7330,0,0,24.272,0,0,25.409,0,0,11.696,0,0,24.457,0,0,334.438,0,0,0.212,0,0,0.030,0,0,,7,0,-9.827,0,0,-20.208,0,0
Jamestown,46.90669,-98.92778,1636,2003,03,11,39.146,0,0,17.469,0,0,28.3070,0,0,28.303,0,0,29.278,0,0,8.223,0,0,20.923,0,0,323.674,0,0,0.484,0,0,0.069,0,0,,7,0,24.632,0,0,21.262,0,0
Jamestown,46.90669,-98.92778,1636,2003,03,18,50.835,0,0,30.548,0,0,40.6920,0,0,33.075,0,0,32.100,0,0,10.808,0,0,25.123,0,0,315.924,0,0,0.909,0,0,0.130,0,0,,7,0,30.137,0,0,33.221,0,0
Jamestown,46.90669,-98.92778,1636,2003,03,25,47.700,0,0,22.894,0,0,35.2970,0,0,33.126,0,0,32.106,0,0,12.210,0,0,28.758,0,0,339.676,0,0,1.007,0,0,0.144,0,0,,7,0,24.082,0,0,26.352,0,0
Jamestown,46.90669,-98.92778,1636,2003,04,01,36.359,0,0,21.656,0,0,29.0080,0,0,32.225,0,0,31.903,0,0,9.784,0,0,20.871,0,0,230.677,0,0,0.492,0,0,0.070,0,0,0.000,0,6,20.403,0,0,18.863,0,0
Jamestown,46.90669,-98.92778,1636,2003,04,08,72.083,0,0,34.347,0,0,53.2150,0,0,40.878,0,0,34.165,0,0,10.857,0,0,25.226,0,0,555.357,0,0,2.552,0,0,0.365,0,0,0.000,0,0,26.201,0,0,51.318,0,0
Jamestown,46.90669,-98.92778,1636,2003,04,15,51.388,0,0,32.017,0,0,41.7030,0,0,39.005,0,0,35.042,0,0,10.907,0,0,25.685,0,0,328.245,0,0,0.893,0,0,0.128,0,0,1.110,0,0,33.103,0,0,35.205,0,0
Jamestown,46.90669,-98.92778,1636,2003,04,22,68.234,0,0,34.779,0,0,51.5070,0,0,46.854,0,0,40.224,0,0,9.917,0,0,26.914,0,0,574.618,0,0,1.969,0,0,0.281,0,0,0.000,0,0,34.648,0,0,50.829,0,0
Jamestown,46.90669,-98.92778,1636,2003,04,29,61.535,0,0,35.019,0,0,48.2770,0,0,47.343,0,0,42.186,0,0,9.554,0,0,23.484,0,0,391.170,0,0,1.322,0,0,0.189,0,0,2.510,0,0,33.917,0,0,46.159,0,0
Jamestown,46.90669,-98.92778,1636,2003,05,06,57.146,0,0,38.200,0,0,47.6730,0,0,47.423,0,0,44.067,0,0,11.486,0,0,24.969,0,0,376.258,0,0,0.996,0,0,0.142,0,0,1.260,0,0,40.406,0,0,43.902,0,0
Jamestown,46.90669,-98.92778,1636,2003,05,13,63.654,0,0,42.412,0,0,53.0330,0,0,51.504,0,0,47.288,0,0,10.939,0,0,27.427,0,0,338.588,0,0,1.090,0,0,0.156,0,0,2.740,0,0,46.310,0,0,51.547,0,0
Jamestown,46.90669,-98.92778,1636,2003,05,20,69.851,0,0,40.543,0,0,55.1970,0,0,54.530,0,0,49.700,0,0,8.108,0,0,22.767,0,0,559.474,0,0,1.790,0,0,0.256,0,0,0.000,0,0,41.391,0,0,54.442,0,0
Jamestown,46.90669,-98.92778,1636,2003,05,27,72.652,0,0,47.461,0,0,60.0560,0,0,59.102,0,0,53.552,0,0,9.091,0,0,23.072,0,0,483.042,0,0,1.742,0,0,0.249,0,0,0.250,0,0,47.761,0,0,60.678,0,0
Jamestown,46.90669,-98.92778,1636,2003,06,03,67.391,0,0,48.766,0,0,58.0780,0,0,57.999,0,0,54.248,0,0,7.715,0,0,19.900,0,0,416.045,0,0,1.089,0,0,0.156,0,0,0.880,0,0,51.287,0,0,57.034,0,0
Jamestown,46.90669,-98.92778,1636,2003,06,10,77.270,0,0,54.965,0,0,66.1180,0,0,64.961,0,0,58.500,0,0,7.071,0,0,17.800,0,0,573.080,0,0,1.642,0,0,0.235,0,0,1.080,0,0,56.962,0,0,65.817,0,0
Jamestown,46.90669,-98.92778,1636,2003,06,17,79.109,0,0,55.544,0,0,67.3260,0,0,69.200,0,0,61.586,0,0,9.068,0,0,22.460,0,0,601.585,0,0,1.915,0,0,0.274,0,0,1.250,0,0,56.867,0,0,67.946,0,0
Jamestown,46.90669,-98.92778,1636,2003,06,24,71.903,0,0,51.381,0,0,61.6420,0,0,64.145,0,0,60.098,0,0,9.157,0,0,23.843,0,0,537.441,0,0,1.584,0,0,0.226,0,0,0.980,0,0,53.114,0,0,61.632,0,0
Jamestown,46.90669,-98.92778,1636,2003,07,01,81.459,0,0,58.144,0,0,69.8010,0,0,71.801,0,0,64.429,0,0,7.353,0,0,22.922,0,0,627.219,0,0,1.908,0,0,0.273,0,0,0.290,0,0,60.065,0,0,70.177,0,0
Jamestown,46.90669,-98.92778,1636,2003,07,08,77.476,0,0,54.053,0,0,65.7640,0,0,69.149,0,0,63.061,0,0,8.952,0,0,23.228,0,0,572.381,0,0,1.761,0,0,0.252,0,0,0.470,0,0,57.553,0,0,65.990,0,0
Jamestown,46.90669,-98.92778,1636,2003,07,15,81.665,0,0,57.357,0,0,69.5110,0,0,72.863,0,0,65.530,0,0,6.381,0,0,20.106,0,0,562.024,0,0,1.641,0,0,0.234,0,0,0.600,0,0,61.595,0,0,69.630,0,0
Jamestown,46.90669,-98.92778,1636,2003,07,22,82.909,0,0,58.311,0,0,70.6100,0,0,72.101,0,2,65.639,0,2,6.846,0,2,17.695,0,0,513.576,0,2,1.688,0,0,0.241,0,0,0.000,0,2,59.621,0,2,69.619,0,2
Jamestown,46.90669,-98.92778,1636,2003,07,29,80.811,0,0,55.752,0,0,68.2820,0,0,70.056,0,0,65.125,0,0,6.925,0,0,21.181,0,0,517.810,0,0,1.636,0,0,0.234,0,0,0.080,0,0,57.891,0,0,67.591,0,0
Jamestown,46.90669,-98.92778,1636,2003,08,05,82.423,0,0,58.974,0,0,70.6990,0,0,70.230,0,0,64.808,0,0,5.926,0,0,17.390,0,0,462.983,0,0,1.429,0,0,0.204,0,0,0.000,0,0,61.941,0,0,70.157,0,0
Jamestown,46.90669,-98.92778,1636,2003,08,12,93.154,0,0,60.900,0,0,77.0270,0,0,74.377,0,0,66.663,0,0,8.647,0,0,24.150,0,0,576.352,0,0,2.441,0,0,0.349,0,0,0.000,0,0,60.869,0,0,76.072,0,0
Jamestown,46.90669,-98.92778,1636,2003,08,19,91.685,0,0,60.072,0,0,75.8790,0,0,73.914,0,0,67.129,0,0,8.938,0,0,22.357,0,0,503.240,0,0,2.415,0,0,0.345,0,0,0.070,0,0,56.974,0,0,74.599,0,0
Jamestown,46.90669,-98.92778,1636,2003,08,26,79.649,0,0,50.257,0,0,64.9530,0,0,67.252,0,0,63.639,0,0,8.358,0,0,23.382,0,0,441.806,0,0,1.799,0,0,0.257,0,0,0.100,0,0,50.061,0,0,64.131,0,0
Jamestown,46.90669,-98.92778,1636,2003,09,02,85.442,0,0,50.103,0,0,67.7720,0,0,67.274,0,0,62.368,0,0,8.611,0,0,22.511,0,0,482.772,0,0,2.189,0,0,0.313,0,0,0.000,0,0,49.026,0,0,68.377,0,0
Jamestown,46.90669,-98.92778,1636,2003,09,09,74.107,0,0,49.714,0,0,61.9110,0,0,62.806,0,0,60.893,0,0,9.226,0,0,23.690,0,0,309.930,0,0,1.309,0,0,0.187,0,0,0.140,0,0,48.990,0,0,59.935,0,0
Jamestown,46.90669,-98.92778,1636,2003,09,16,65.958,0,0,40.403,0,0,53.1810,0,0,55.627,0,0,55.910,0,0,9.161,0,0,26.096,0,0,313.132,0,0,1.119,0,0,0.160,0,0,0.310,0,0,42.770,0,0,51.260,0,0
Jamestown,46.90669,-98.92778,1636,2003,09,23,59.345,0,0,34.171,0,0,46.7580,0,0,49.809,0,0,51.607,0,0,10.701,0,0,28.451,0,0,262.455,0,0,1.128,0,0,0.161,0,0,0.050,0,0,34.366,0,0,43.312,0,0
Jamestown,46.90669,-98.92778,1636,2003,09,30,68.813,0,0,35.783,0,0,52.2980,0,0,50.092,0,0,49.402,0,0,6.246,0,0,17.338,0,0,372.478,0,0,1.342,0,0,0.192,0,0,0.000,0,0,29.519,0,0,48.954,0,0
Jamestown,46.90669,-98.92778,1636,2003,10,07,75.259,0,0,41.823,0,0,58.5410,0,0,54.293,0,0,53.321,0,0,8.172,0,0,21.999,0,0,316.990,0,0,1.504,0,0,0.215,0,0,0.160,0,0,37.869,0,0,56.060,0,0
Jamestown,46.90669,-98.92778,1636,2003,10,14,66.300,0,0,33.877,0,0,50.0890,0,0,48.598,0,0,48.966,0,0,8.244,0,0,21.281,0,0,288.243,0,0,1.328,0,0,0.190,0,0,0.000,0,0,32.221,0,0,47.543,0,0
Jamestown,46.90669,-98.92778,1636,2003,10,21,56.048,0,0,29.907,0,0,42.9780,0,0,46.633,0,0,47.648,0,0,10.584,0,0,27.785,0,0,214.651,0,0,0.856,0,0,0.122,0,0,0.220,0,0,30.658,0,0,37.915,0,0
Jamestown,46.90669,-98.92778,1636,2003,10,28,30.300,0,0,16.675,0,0,23.4870,0,0,34.675,0,0,39.765,0,0,9.653,0,0,23.843,0,0,137.240,0,0,0.220,0,0,0.031,0,0,0.010,6,0,21.014,0,0,15.369,0,0
Jamestown,46.90669,-98.92778,1636,2003,11,04,22.329,0,0,5.615,0,0,13.9720,0,0,31.428,0,0,33.312,0,0,8.352,0,0,20.822,0,0,199.290,0,0,0.184,0,0,0.026,0,0,,7,0,10.540,0,0,4.484,0,0
Jamestown,46.90669,-98.92778,1636,2003,11,11,41.796,0,0,23.225,0,0,32.5110,0,0,32.326,0,0,34.372,0,0,7.350,0,0,19.387,0,0,168.133,0,0,0.223,0,0,0.032,0,0,,7,0,27.640,0,0,25.189,0,0
Jamestown,46.90669,-98.92778,1636,2003,11,18,30.916,0,0,12.731,0,0,21.8230,0,0,32.401,0,0,35.098,0,0,11.851,0,0,24.866,0,0,139.357,0,0,0.397,0,0,0.057,0,0,,7,0,14.601,0,0,10.063,0,0
